tick,time,state,sq,knee_cmd_rate,knee_fd_rate,knee_rate_diff,knee_ref_accel,hip_cmd_rate,hip_fd_rate,hip_rate_diff,hip_ref_accel,ankle_nom_cmd_rate,ankle_nom_fd_rate,ankle_nom_diff
280,2.800,DESCENT,0.8430,24.01,24.02,0.00,5.0,-22.40,-22.41,0.00,-3.5,-3.60,-3.59,0.00
281,2.810,DESCENT,0.8460,24.01,24.01,0.00,4.6,-22.40,-22.40,0.00,-3.2,-3.59,-3.59,0.00
282,2.820,DESCENT,0.8490,24.01,24.02,0.00,4.1,-22.40,-22.41,0.00,-2.8,-3.58,-3.59,0.01
283,2.830,DESCENT,0.8520,24.15,24.10,0.04,3.7,-22.49,-22.46,0.03,-2.4,-3.57,-3.57,0.00
284,2.840,DESCENT,0.8550,24.15,24.15,0.00,3.3,-22.49,-22.49,0.00,-2.0,-3.56,-3.55,0.00
285,2.850,DESCENT,0.8580,24.15,24.15,0.00,2.8,-22.49,-22.49,0.00,-1.7,-3.55,-3.56,0.01
286,2.860,DESCENT,0.8610,24.23,24.18,0.06,2.4,-22.54,-22.51,0.03,-1.3,-3.53,-3.54,0.01
287,2.870,DESCENT,0.8640,24.23,24.23,0.00,1.9,-22.54,-22.54,0.00,-0.9,-3.52,-3.52,0.00
288,2.880,DESCENT,0.8670,24.23,24.23,0.00,1.5,-22.54,-22.54,0.00,-0.5,-3.51,-3.52,0.01
289,2.890,DESCENT,0.8700,24.27,24.23,0.04,1.0,-22.55,-22.54,0.01,-0.2,-3.50,-3.52,0.02
290,2.900,DESCENT,0.8730,24.27,24.27,0.00,0.6,-22.55,-22.55,0.00,0.2,-3.49,-3.48,0.01
291,2.910,DESCENT,0.8760,24.27,24.27,0.00,0.1,-22.55,-22.55,0.00,0.6,-3.48,-3.48,0.00
292,2.920,DESCENT,0.8790,24.27,24.27,0.00,-0.3,-22.55,-22.54,0.00,1.0,-3.47,-3.49,0.02
293,2.930,DESCENT,0.8820,24.25,24.26,0.01,-0.7,-22.51,-22.52,0.01,1.4,-3.46,-3.46,0.00
294,2.940,DESCENT,0.8850,24.25,24.25,0.00,-1.2,-22.51,-22.51,0.00,1.7,-3.45,-3.45,0.00
295,2.950,DESCENT,0.8880,24.25,24.25,0.00,-1.6,-22.51,-22.51,0.00,2.1,-3.44,-3.45,0.01
296,2.960,DESCENT,0.8910,24.19,24.23,0.04,-2.1,-22.43,-22.48,0.05,2.5,-3.43,-3.44,0.01
297,2.970,DESCENT,0.8940,24.19,24.19,0.00,-2.5,-22.43,-22.43,0.00,2.9,-3.41,-3.41,0.01
298,2.980,DESCENT,0.8970,24.19,24.19,0.00,-3.0,-22.43,-22.43,0.00,3.3,-3.40,-3.41,0.01
299,2.990,DESCENT,0.9000,24.07,24.19,0.11,-3.4,-22.31,-22.43,0.12,3.6,-3.39,-3.41,0.02
300,3.000,DESCENT,0.9030,24.07,24.07,0.00,-3.9,-22.31,-22.31,0.00,4.0,-3.38,-3.37,0.01
301,3.010,DESCENT,0.9060,24.07,24.07,0.00,-4.3,-22.31,-22.31,0.00,4.4,-3.37,-3.37,0.00
302,3.020,DESCENT,0.9090,24.07,24.07,0.00,-4.7,-22.31,-22.31,0.00,4.8,-3.35,-3.37,0.02
303,3.030,DESCENT,0.9120,23.91,23.97,0.06,-5.2,-22.14,-22.20,0.05,5.1,-3.34,-3.34,0.00
304,3.040,DESCENT,0.9150,23.91,23.91,0.00,-5.6,-22.14,-22.15,0.00,5.5,-3.33,-3.33,0.00
305,3.050,DESCENT,0.9180,23.91,23.91,0.00,-6.1,-22.14,-22.14,0.00,5.9,-3.32,-3.33,0.01
306,3.060,DESCENT,0.9210,23.70,23.84,0.14,-6.5,-21.94,-22.08,0.14,6.3,-3.30,-3.32,0.01
307,3.070,DESCENT,0.9240,23.70,23.70,0.00,-7.0,-21.94,-21.94,0.00,6.7,-3.29,-3.29,0.01
308,3.080,DESCENT,0.9270,23.70,23.70,0.00,-7.4,-21.94,-21.94,0.00,7.0,-3.28,-3.29,0.01
309,3.090,DESCENT,0.9300,23.44,23.70,0.26,-7.9,-21.69,-21.94,0.25,7.4,-3.27,-3.29,0.02
310,3.100,DESCENT,0.9330,23.44,23.44,0.00,-8.3,-21.69,-21.69,0.00,7.8,-3.25,-3.24,0.01
311,3.110,DESCENT,0.9360,23.44,23.44,0.00,-8.7,-21.69,-21.69,0.00,8.2,-3.24,-3.25,0.01
312,3.120,DESCENT,0.9390,23.44,23.44,0.00,-9.2,-21.69,-21.69,0.00,8.5,-3.23,-3.24,0.02
313,3.130,DESCENT,0.9420,23.12,23.23,0.10,-9.6,-21.40,-21.50,0.10,8.9,-3.21,-3.22,0.00
314,3.140,DESCENT,0.9450,23.12,23.12,0.00,-10.1,-21.40,-21.41,0.00,9.3,-3.20,-3.20,0.00
315,3.150,DESCENT,0.9480,23.12,23.13,0.00,-10.5,-21.40,-21.40,0.00,9.7,-3.19,-3.20,0.02
316,3.160,DESCENT,0.9510,22.76,23.00,0.24,-11.0,-21.07,-21.29,0.22,10.1,-3.17,-3.18,0.01
317,3.170,DESCENT,0.9540,22.76,22.77,0.00,-11.4,-21.07,-21.07,0.00,10.4,-3.16,-3.16,0.00
318,3.180,DESCENT,0.9570,22.76,22.76,0.00,-11.9,-21.07,-21.07,0.00,10.8,-3.14,-3.15,0.01
319,3.190,DESCENT,0.9600,22.35,22.77,0.41,-12.3,-20.70,-21.07,0.37,11.2,-3.13,-3.16,0.02
320,3.200,DESCENT,0.9630,22.35,22.36,0.00,-12.7,-20.70,-20.70,0.00,11.6,-3.12,-3.10,0.01
321,3.210,DESCENT,0.9660,22.35,22.35,0.00,-13.2,-20.70,-20.70,0.00,11.9,-3.10,-3.11,0.01
322,3.220,DESCENT,0.9690,22.35,22.36,0.00,-13.6,-20.70,-20.70,0.00,12.3,-3.09,-3.11,0.02
