case,step,time_s,bar_y,bar_z,bar_vy,bar_vz,pelvis_y,pelvis_z,pelvis_vy,pelvis_vz,thorax_y,thorax_z,trunk_pitch_deg,ke,saddle_sep,saddle_att,contacts,com_ap,cop_ap,abd_bias_deg,tho_bias_deg,abd_tgt_rate,tho_tgt_rate,abd_act_deg,tho_act_deg,abd_demand,tho_demand,ankle_bal_deg
R10,110,1.100,1.0984,-0.6080,-0.0436,-0.2699,0.8926,-0.4316,0.5153,-0.4353,1.0283,-0.4731,-17.02,174.8,0.0519,1,0,-0.4906,-0.4906,-3.08,-0.59,0.0402,0.0603,6.18,11.85,0.0601,0.0800,-8.12
R10,111,1.110,1.0978,-0.6105,-0.0615,-0.2547,0.8981,-0.4355,0.5359,-0.3945,1.0281,-0.4759,-17.28,176.5,0.0518,1,0,-0.4940,-0.4940,-3.14,-0.62,0.0402,0.0603,6.26,11.90,0.0608,0.0798,-5.83
R10,112,1.120,1.0970,-0.6129,-0.0794,-0.2390,0.9038,-0.4391,0.5521,-0.3683,1.0279,-0.4784,-17.58,179.1,0.0519,1,0,-0.4971,-0.4971,-3.20,-0.65,0.0402,0.0603,6.32,11.90,0.0617,0.0803,-3.54
R10,113,1.130,1.0960,-0.6152,-0.0975,-0.2236,0.9097,-0.4425,0.5712,-0.3428,1.0275,-0.4806,-17.91,182.2,0.0520,1,0,-0.5001,-0.5001,-3.25,-0.69,0.0392,0.0587,6.27,11.82,0.0613,0.0797,-1.25
R10,114,1.140,1.0949,-0.6172,-0.1155,-0.2079,0.9157,-0.4457,0.5806,-0.3255,1.0269,-0.4827,-18.39,186.3,0.0519,1,0,-0.5030,-0.5030,-3.31,-0.72,0.0392,0.0587,6.12,11.67,0.0596,0.0788,0.00
R10,115,1.150,1.0935,-0.6192,-0.1338,-0.1924,0.9218,-0.4488,0.5963,-0.3125,1.0262,-0.4845,-18.91,191.4,0.0520,1,0,-0.5056,-0.5056,-3.37,-0.76,0.0392,0.0587,5.92,11.47,0.0574,0.0758,0.00
R10,116,1.160,1.0920,-0.6209,-0.1527,-0.1770,0.9281,-0.4517,0.6083,-0.3008,1.0253,-0.4862,-19.53,196.6,0.0520,1,0,-0.5082,-0.5082,-3.42,-0.79,0.0381,0.0572,5.70,11.26,0.0559,0.0756,0.00
R10,117,1.170,1.0902,-0.6225,-0.1726,-0.1600,0.9345,-0.4546,0.6179,-0.2917,1.0243,-0.4878,-20.28,201.4,0.0521,1,0,-0.5106,-0.5106,-3.48,-0.83,0.0381,0.0572,5.44,11.01,0.0545,0.0739,0.00
R10,118,1.180,1.0883,-0.6240,-0.1922,-0.1449,0.9408,-0.4574,0.6069,-0.2901,1.0233,-0.4892,-21.05,206.5,0.0518,1,0,-0.5129,-0.5129,-3.54,-0.86,0.0381,0.0572,5.15,10.74,0.0541,0.0734,0.00
R10,119,1.190,1.0862,-0.6253,-0.2122,-0.1314,0.9471,-0.4602,0.6017,-0.2880,1.0220,-0.4903,-21.87,213.2,0.0518,1,0,-0.5151,-0.5151,-3.59,-0.89,0.0381,0.0572,4.83,10.46,0.0526,0.0679,0.00
R10,120,1.200,1.0838,-0.6265,-0.2350,-0.1159,0.9535,-0.4630,0.6207,-0.2813,1.0204,-0.4913,-22.96,219.1,0.0521,1,0,-0.5172,-0.5172,-3.65,-0.93,0.0371,0.0557,4.50,10.16,0.0503,0.0672,0.00
